Supplementary Table 2: ANCOM Oral Microbiota
ID FDR_CRCvsHC FDR_POLvsHC taxonomy.Kingdom taxonomy.Phylum
Actinobacteria Actinomycetales unclassified OTU04297 unclassified.Actinomycetales
Clostridia Clostridiales Lachnospiraceae OTU04305 unclassified.Lachnospiraceae
Flavobacteriia Flavobacteriales Flavobacteriaceae OTU04310 Soonwooa
Bacteroidia Bacteroidales Porphyromonadaceae OTU04365 OdoribacterBacteroidia Bacteroidales Porphyromonadaceae OTU04446 Tannerella
Actinobacteria Actinomycetales Corynebacteriaceae OTU04468 Corynebacterium
Negativicutes Selenomonadales Veillonellaceae OTU04489 Veillonella
Actinobacteria Bifidobacteriales BifidobacteriaceaeOTU04497 Scardovia
Negativicutes Selenomonadales Veillonellaceae OTU04514 unclassified.Veillonellaceae
Bacteroidia Bacteroidales Prevotellaceae OTU04595 Prevotella
Negativicutes Selenomonadales Veillonellaceae OTU04652 Veillonella
Actinobacteria Actinomycetales ActinomycetaceaeOTU04655 Actinomyces
Betaproteobacteria Neisseriales Neisseriaceae OTU04725 Bergeriella
Bacteroidia Bacteroidales Porphyromonadaceae OTU04789 Porphyromonas
Clostridia Clostridiales Lachnospiraceae OTU04816 Lachnoanaerobaculum
Bacteroidia Bacteroidales Prevotellaceae OTU04829 unclassified.Prevotellaceae
Fusobacteriia Fusobacteriales Leptotrichiaceae OTU04846 unclassified.Leptotrichiaceae
Verrucomicrobiae Verrucomicrobiales Verrucomicrobiaceae OTU04887 Akkermansia
Bacilli Lactobacillales CarnobacteriaceaeOTU04914 Granulicatella
Actinobacteria Actinomycetales unclassified OTU04943 unclassified.Actinomycetales
Erysipelotrichia Erysipelotrichales Erysipelotrichaceae OTU04966 Solobacterium
unclassified unclassified unclassified OTU05024 unclassified.Candidatus_Saccharibacteria
Clostridia Clostridiales Lachnospiraceae OTU05049 unclassified.Lachnospiraceae
Clostridia Clostridiales Ruminococcaceae OTU05092 Ruminococcus
Clostridia Clostridiales Ruminococcaceae OTU05104 unclassified.Ruminococcaceae
Fusobacteriia Fusobacteriales Fusobacteriaceae OTU05154 Fusobacterium
Bacteroidia Bacteroidales Prevotellaceae OTU05191 unclassified.Prevotellaceae
Actinobacteria Actinomycetales ActinomycetaceaeOTU05225 Actinomyces
Clostridia Clostridiales Lachnospiraceae OTU05230 unclassified.Lachnospiraceae
Bacteroidia Bacteroidales Prevotellaceae OTU05235 Prevotella
Fusobacteriia Fusobacteriales Leptotrichiaceae OTU05258 Leptotrichia
Fusobacteriia Fusobacteriales Leptotrichiaceae OTU05262 Leptotrichia
Spirochaetia Spirochaetales Spirochaetaceae OTU05267 Treponema
Bacteroidia Bacteroidales Porphyromonadaceae OTU05280 unclassified.Porphyromonadaceae
Bacilli Lactobacillales Streptococcaceae OTU05309 Streptococcus
Bacteroidia Bacteroidales Bacteroidaceae OTU05326 Bacteroides
Bacteroidia Bacteroidales Porphyromonadaceae OTU05411 Porphyromonas
Fusobacteriia Fusobacteriales Fusobacteriaceae OTU05461 Fusobacterium
Negativicutes Selenomonadales Veillonellaceae OTU05499 Veillonella
Actinobacteria Coriobacteriales CoriobacteriaceaeOTU05508 Olsenella
Betaproteobacteria Neisseriales Neisseriaceae OTU05515 Neisseria
Gammaproteobacteria Pasteurellales Pasteurellaceae OTU05539 Aggregatibacter
unclassified unclassified unclassified OTU05792 unclassified.Bacteroidetes
Gammaproteobacteria Pasteurellales Pasteurellaceae OTU05932 Haemophilus
Clostridia Clostridiales Ruminococcaceae OTU06042 Gemmiger
Fusobacteriia Fusobacteriales Leptotrichiaceae OTU06066 Leptotrichia
unclassified unclassified unclassified OTU06070 unclassified.Bacteroidetes
Flavobacteriia Flavobacteriales Flavobacteriaceae OTU06074 unclassified.Flavobacteriaceae
Bacteroidia Bacteroidales Prevotellaceae OTU06164 Prevotella
Bacteroidia Bacteroidales Prevotellaceae OTU06220 Prevotella
Gammaproteobacteria Pasteurellales Pasteurellaceae OTU06291 Haemophilus
Gammaproteobacteria Pasteurellales Pasteurellaceae OTU06383 Haemophilus
Bacteroidia Bacteroidales Porphyromonadaceae OTU06445 Tannerella
Clostridia Clostridiales Eubacteriaceae OTU06578 EubacteriumClostridia Clostridiales Lachnospiraceae OTU06692 Lachnoanaerobaculum
Bacteroidia Bacteroidales Prevotellaceae OTU06731 Prevotella
Actinobacteria Actinomycetales Corynebacteriaceae OTU06772 Corynebacterium
Fusobacteriia Fusobacteriales Fusobacteriaceae OTU06775 unclassified.Fusobacteriaceae
Clostridia Clostridiales Ruminococcaceae OTU06780 Faecalibacterium
Bacteroidia Bacteroidales Prevotellaceae OTU06808 Prevotella
Bacteroidia Bacteroidales Porphyromonadaceae OTU06915 Porphyromonas
Bacteroidia Bacteroidales Prevotellaceae OTU06946 Prevotella
Gammaproteobacteria Pasteurellales Pasteurellaceae OTU07029 Haemophilus
Actinobacteria Bifidobacteriales BifidobacteriaceaeOTU07098 Scardovia
Bacilli Lactobacillales CarnobacteriaceaeOTU07139 Granulicatella
Bacteroidia Bacteroidales Porphyromonadaceae OTU07148 Porphyromonas
Bacteroidia Bacteroidales Porphyromonadaceae OTU07154 unclassified.Porphyromonadaceae
Negativicutes Selenomonadales Veillonellaceae OTU07157 Veillonella
Negativicutes Selenomonadales Veillonellaceae OTU07172 Megasphaera
Bacilli Lactobacillales Streptococcaceae OTU07201 Streptococcus
Fusobacteriia Fusobacteriales Leptotrichiaceae OTU07214 Leptotrichia
Clostridia Clostridiales Lachnospiraceae OTU07355 Lachnoanaerobaculum
Bacteroidia Bacteroidales Prevotellaceae OTU07373 Prevotella
Gammaproteobacteria Cardiobacteriales Cardiobacteriaceae OTU07410 Cardiobacterium
Bacteroidia Bacteroidales Porphyromonadaceae OTU07504 Tannerella
Clostridia Clostridiales Lachnospiraceae OTU07512 unclassified.Lachnospiraceae
Fusobacteriia Fusobacteriales Leptotrichiaceae OTU07525 Leptotrichia
Actinobacteria Bifidobacteriales BifidobacteriaceaeOTU07528 Bifidobacterium
Negativicutes Selenomonadales Acidaminococcaceae OTU07576 Phascolarctobacterium
Bacilli Lactobacillales unclassified OTU07609 unclassified.Lactobacillales
Clostridia Clostridiales Lachnospiraceae OTU07754 unclassified.Lachnospiraceae
Bacteroidia Bacteroidales Prevotellaceae OTU07768 Prevotella
Bacteroidia Bacteroidales Prevotellaceae OTU07891 Prevotella
Spirochaetia Spirochaetales Spirochaetaceae OTU07904 Treponema
Clostridia Clostridiales Lachnospiraceae OTU07905 unclassified.Lachnospiraceae
Clostridia Clostridiales Lachnospiraceae OTU08020 Blautia
Betaproteobacteria Neisseriales Neisseriaceae OTU08041 Neisseria
Bacteroidia Bacteroidales Prevotellaceae OTU08059 Prevotella
Betaproteobacteria Neisseriales Neisseriaceae OTU08061 unclassified.Neisseriaceae
Bacteroidia Bacteroidales Prevotellaceae OTU08076 Prevotella
Bacilli Lactobacillales unclassified OTU08099 unclassified.Lactobacillales
Bacteroidia Bacteroidales Prevotellaceae OTU08166 Prevotella
Actinobacteria Actinomycetales Micrococcaceae OTU08172 Rothia
Bacilli Lactobacillales Streptococcaceae OTU08195 Streptococcus
Clostridia Clostridiales Peptostreptococcaceae OTU08330 Clostridium_XI
Bacteroidia Bacteroidales Prevotellaceae OTU08362 unclassified.Prevotellaceae
Alphaproteobacteria unclassified unclassified OTU08388 unclassified.Alphaproteobacteria
Gammaproteobacteria Pasteurellales Pasteurellaceae OTU08405 unclassified.Pasteurellaceae
Clostridia Clostridiales Lachnospiraceae OTU08436 Ruminococcus2
Bacteroidia Bacteroidales Prevotellaceae OTU08446 Alloprevotella
unclassified unclassified unclassified OTU08451 unclassified.Firmicutes
Clostridia Clostridiales Clostridiaceae_1 OTU08558 Anaerosporobacter
Betaproteobacteria Burkholderiales Alcaligenaceae OTU08697 Achromobacter
Bacilli Bacillales Paenibacillaceae_1OTU08766 PaenibacillusClostridia Clostridiales Lachnospiraceae OTU08779 Catonella
unclassified unclassified unclassified OTU08798 unclassified.Bacteroidetes
Bacteroidia Bacteroidales Prevotellaceae OTU08807 Alloprevotella
Bacteroidia Bacteroidales Prevotellaceae OTU08808 Prevotella
Flavobacteriia Flavobacteriales Flavobacteriaceae OTU08861 Planobacterium
Bacteroidia Bacteroidales Porphyromonadaceae OTU08873 unclassified.Porphyromonadaceae
Fusobacteriia Fusobacteriales Fusobacteriaceae OTU08875 Fusobacterium
Bacteroidia Bacteroidales unclassified OTU08991 unclassified.Bacteroidales
Fusobacteriia Fusobacteriales Leptotrichiaceae OTU09001 Leptotrichia
Betaproteobacteria Neisseriales Neisseriaceae OTU09002 Neisseria
Gammaproteobacteria Pasteurellales Pasteurellaceae OTU09018 Aggregatibacter
Gammaproteobacteria Pasteurellales Pasteurellaceae OTU09134 Haemophilus
Fusobacteriia Fusobacteriales unclassified OTU09150 unclassified.Fusobacteriales
Bacilli Lactobacillales unclassified OTU09349 unclassified.Lactobacillales
Bacteroidia Bacteroidales Porphyromonadaceae OTU09455 Tannerella
Bacilli Lactobacillales Streptococcaceae OTU09501 Streptococcus
Clostridia Clostridiales Lachnospiraceae OTU09530 Lachnoanaerobaculum
Negativicutes Selenomonadales Veillonellaceae OTU09543 unclassified.Veillonellaceae
Bacteroidia Bacteroidales Prevotellaceae OTU09548 Prevotella
Bacteroidia Bacteroidales Prevotellaceae OTU09577 Hallella
Bacilli Lactobacillales Streptococcaceae OTU09656 Streptococcus
Negativicutes Selenomonadales Veillonellaceae OTU09667 Selenomonas
Gammaproteobacteria Pasteurellales Pasteurellaceae OTU09704 unclassified.Pasteurellaceae
Bacteroidia Bacteroidales Prevotellaceae OTU09705 Prevotella
Clostridia Clostridiales Lachnospiraceae OTU09773 Coprococcus
Gammaproteobacteria Xanthomonadales Xanthomonadaceae OTU09893 Stenotrophomonas
Betaproteobacteria Neisseriales Neisseriaceae OTU09904 Kingella
Actinobacteria Actinomycetales ActinomycetaceaeOTU10042 Actinomyces
unclassified unclassified unclassified OTU10089 unclassified.Proteobacteria
Bacilli Lactobacillales Streptococcaceae OTU10091 Streptococcus
Clostridia Clostridiales Lachnospiraceae OTU10098 Clostridium_XlVa
Actinobacteria Actinomycetales unclassified OTU10128 unclassified.Actinomycetales
Bacteroidia Bacteroidales Porphyromonadaceae OTU10131 Parabacteroides
Negativicutes Selenomonadales Veillonellaceae OTU10133 Veillonellamean meanCRC meanpol meanHC CRCvsHC
1,702235447 0,872756405 1,553966393 3,319843728 0,262890809
0,093031962 0,068091868 0,125007696 0,111064514 0,613083923
0,284241489 0,302822271 0,298858909 0,238517448 1,269602177
0,16652789 0,04767736 0,318235336 0,253024591 0,188429749
0,186134166 0,127621976 0,203536431 0,276838208 0,460998417
0,108683478 0,068213403 0,214782352 0,092406557 0,738187907
0,242124829 0,092047268 0,349647329 0,421945539 0,218149642
0,037869942 0,038276673 0,021976721 0,050488132 0,758132093
4,549435158 3,900559004 4,859619443 5,456857437 0,714799507
0,409148565 0,422366845 0,382835253 0,407458845 1,036587744
0,03 0,02 0,03 0,03 0,76
0,00 0,00 0,00 0,00 Inf
0,04 0,07 0,02 0,01 6,62
0,01 0,01 0,03 0,01 0,87
0,02 0,02 0,03 0,01 4,50
0,02 0,01 0,04 0,01 1,02
7,37 11,59 4,41 2,26 5,12
11,22 7,82 12,95 15,89 0,49
0,02 0,02 0,03 0,00 12,84
0,02 0,01 0,05 0,01 0,59
1,67 1,63 1,70 1,72 0,95
0,00 0,00 0,01 0,00 1,75
0,005711537 0,000979731 0,017048842 0,004705452 0,208211781
0,006280172 0,006814523 0,010407223 0,001851617 3,680310071
0,003453023 0,001724349 0,010984871 0,000237883 7,248730668
2,391302258 2,169687018 1,416081404 3,609395208 0,601122042
0,00308739 0,0014647 0,009422447 0,000686783 2,132697719
0,001359936 0,00090726 0,003160732 0,000662084 1,37030935
0,003974884 0,003614285 0,009047997 0,000362549 9,969102553
0,001568221 0,000449661 0,002903158 0,002460281 0,18276794
2,699713006 3,203572099 3,202695371 1,370261452 2,337927623
1,509083403 1,66559221 1,858756141 0,933642449 1,783972238
0,004800463 0,004170296 0,01062721 0,001040297 4,008756532
0,002939088 0,000661148 0,010323964 0,000836084 0,790766618
2,385460635 2,631844048 2,418569677 1,914158895 1,374934993
0,001494557 0,000709333 0,004090126 0,000727682 0,974783965
0,001741447 0,002364583 0,00230294 0,000148148 15,96093797
0,004765864 0,005952221 0,005874609 0,001699075 3,503213011
1,308078189 0,881163527 1,148517284 2,210555742 0,398616289
0,001765805 0,002003556 0,002903158 0,000382475 5,238396458
3,599520826 3,387929239 2,822876275 4,632767106 0,731297119
0,002207822 0,0004884 0,007696835 0,000692011 0,705769966
0,00036595 0,000494605 0,000525917 0 Inf
0,002433074 0,000600709 0,008110183 0,000962559 0,624074631
0,708500089 0,801239782 0,678985109 0,566361223 1,414715113
0,001533114 0,001079511 0,004330254 0 Inf
0,000980392 0 0,003691844 0,000467477 0
0,007348008 0,009407524 0,010135997 0,001298969 7,2422997310,001697253 0,001213245 0,004188562 0,000475766 2,550090021
0,916326267 1,288333928 0,373608308 0,702595562 1,833677863
0,00165174 0,001253617 0,003665781 0,000676569 1,852903069
0,000895967 0,000348194 0,002632296 0,000423443 0,822293143
0,000228008 0,00011888 0,000733293 0 Inf
1,060961438 1,605339002 0,72561646 0,362771604 4,425205786
0,000467417 0 0,001764749 0,00021901 0
0,000718837 0,000976801 0,000725789 0,000248663 3,928205128
0,006255691 0,005202433 0,014880728 0,000906522 5,738895884
0,009208929 0,015964539 0,005240501 0,00038231 41,75810104
0,001351886 0,001434178 0,002612802 0,000144592 9,918774272
1,035772129 1,610361511 0,986873638 0,042585973 37,81436503
0,00134973 0,000472889 0,0041802 0,000550448 0,859097856
0,003263668 0,002190046 0,008234828 0,001020413 2,1462342
1,343849935 0,564277596 2,451290432 1,816830129 0,310583574
0,000293868 0,00036501 0 0,000412662 0,884525316
0,000328368 0 0,000534846 0,00074599 0
0,000321323 0,000118222 0,000725789 0,000347152 0,340548918
0,294270867 0,298707682 0,162015443 0,397379157 0,751694386
1,252736069 1,299430477 1,073697818 1,319078266 0,98510491
0,000810625 0,000169584 0,002177368 0,000816436 0,207712035
0,001716533 0,000118222 0,006895111 0,000243487 0,485538472
0,270638724 0,25963233 0,203911615 0,346501005 0,74929748
0,00285804 0,00511705 0,000725789 0,000582911 8,778436347
0,002601078 0,00069246 0,009787496 0 Inf
0,000285309 0,000194081 0,000820452 0 Inf
0,000593116 0,000860711 0,000725789 0 Inf
0,000948385 0,000174593 0,003178784 0,000467674 0,37332283
0,000655262 0,000118222 0,00230294 0,000237883 0,496976468
0,356781515 0,29239682 0,549992172 0,310377016 0,942069822
1,302606939 1,470631472 1,603441795 0,747461502 1,967501293
0,000266647 0,000316105 0 0,000401606 0,787101028
0,000835889 0,000691769 0,001451579 0,000578126 1,196571625
0,000372019 0,0002442 0,001088795 0 Inf
0,154112039 0,308796104 0,005402903 0,000596396 517,7704601
0,00050247 0 0,002177368 0 NaN
0,000608519 0 0,001727205 0,000764155 0
0,000178797 0,000118222 0 0,00043802 0,269901225
0,004284216 0,000828213 0,015923419 0,000728089 1,137516184
0,05821638 0,070564563 0,028753457 0,060738507 1,161776377
0,000635332 0 0,002753104 0 NaN
0,005551263 0,000158177 0,011377305 0,010364944 0,015260723
0,063884525 0,031380396 0,089138042 0,101179003 0,310147314
3,75E-05 7,59E-05 0 0 Inf
0,632839233 0,610631074 0,972682637 0,387345458 1,576450843
0,000382996 0 0,001451579 0,000174779 0
0,000604041 0,000166646 0,001451579 0,000679419 0,24527705
0,000753261 0,00021888 0,002618735 0,000148148 1,477439822
0,001625218 0,000835311 0,005080526 0,000144592 5,777011698
0,00016749 0 0,000725789 0 NaN0,00052216 0,000411725 0,000250061 0,000949506 0,433619643
0,00033498 0 0,001451579 0 NaN
0,000343441 0 0,001159767 0,000275919 0
0,001536315 0 0,00648314 0,000146349 0
7,34E-05 0 0,000317884 0 NaN
0,000475436 0,000227578 0,001396187 0,000148148 1,536150748
0,000507313 0 0,002198354 0 NaN
0,976941824 1,345493892 0,852376011 0,418183386 3,217473331
5,85E-05 0,000118222 0 0 Inf
0,001523821 0,000613493 0,005080526 0,000174779 3,510097944
0,000413066 0,000835311 0 0 Inf
0,490783218 0,560609302 0,329588256 0,500500035 1,120098428
0,767009247 1,005837934 0,694089779 0,398369963 2,524883975
0,136104859 0,111430339 0,176176224 0,14685905 0,758757048
1,32636526 1,49498297 1,332266063 1,017896706 1,468698112
0,002041716 0,00071703 0,006367322 0,000792642 0,904608168
0,122227374 0,102838288 0,099833217 0,175938821 0,584511638
0,000924361 0,000450745 0,001451579 0,001334006 0,33788803
0,000597056 0,000529976 0,001451579 0 Inf
0,000227005 0,000354667 0 0,000187899 1,887535245
0,257102794 0,308328642 0,211163601 0,203485191 1,515238724
0,005023082 0,002872767 0,013465811 0,001801758 1,594424377
5,16E-05 0 0 0,000187899 0
0,000522094 0,000717089 0,000725789 0 Inf
0,101524369 0,15062266 0,056742782 0,050763979 2,967116907
0,000184233 0,000296535 0,000162912 0 Inf
0,000265724 0 0,00115147 0 NaN
0,000555715 0,000236444 0,001727205 0,000146349 1,615624243
0,000284413 0,000236444 0,000725789 0 Inf
0,001537446 0,001379891 0,003473917 0,000194411 7,097815168
0,000442766 0,000480645 0,000888701 0 Inf
0,001634025 0,00208795 0,000704163 0,001598043 1,30656675
0,060432254 0,073726282 0,052168609 0,043444465 1,697023605
5,85E-05 0,000118222 0 0 Inf
0,271872261 0,262784045 0,381043747 0,196527002 1,337139645
0,000120335 0 0 0,00043802 0
0,095997488 0,071995262 0,122929372 0,116578712 0,617567831
0,106057149 0,061952774 0,180088739 0,123258489 0,502624807
0,00034388 0 0,001301525 0,000158441 0
0,0017941 0,001205489 0,004930472 0,000219046 5,503360631
0,364725759 0,361925776 0,479106038 0,273686292 1,322411049
0,000225951 0,000118222 0,000725789 0 Inf
0,000267297 0,000404261 0,000292016 0 Inf
0,000589866 0,000717089 0,001019466 0 Inf
0,000627756 0,000705475 0,001208545 0 Inf
0,000133545 7,59E-05 0 0,000349559 0,217014482
0,000105128 0 0,000455554 0 NaN
0,061992184 0,078910781 0,024602187 0,062946307 1,253620493
0,751063533 1,029806595 0,429095662 0,519779031 1,981239207
0,001215514 0,001441934 0,002177368 0 Inf0,102528429 0,110260263 0,140379884 0,056815907 1,940658306
6,02E-05 0 0 0,000219046 0
0,484653796 0,319752858 0,536069995 0,738285876 0,433101687
0,000437927 0 0,001614491 0,000237883 0
0,000247346 0,000151802 0,000268443 0,000401606 0,377985746
0,390483053 0,604305571 0,252636803 0,121393372 4,97807714
0,029988889 0,021421885 0,032825941 0,043026371 0,497878034
8,38E-05 0 0,000363005 0 NaN
0,019291713 0,018994481 0,010115768 0,027534525 0,689842356
0,000142562 7,73E-05 0 0,000379858 0,203391361
0,384168739 0,218296371 0,730676546 0,391672445 0,557344215
6,06E-05 0 0 0,000220751 0
0,002086225 0,002127999 0,004480309 0 Inf
0,344894137 0,546516622 0,150510905 0,145255578 3,762448434
0,000516003 0 0,001451579 0,000658924 0
0,639267849 0,576373194 0,86750583 0,560758323 1,027845989
0,24441504 0,150038894 0,484340012 0,212755127 0,705218698
6,02E-05 0 0 0,00021901 0
0,000797172 0 0,00345441 0 NaN
0,065875009 0,055781713 0,160648952 0,00443283 12,58377071
0,242236452 0,420122563 0,148322055 0,000929545 451,9660076
0,006041802 0,002861769 0,018011661 0,001711182 1,672393418
0,000288248 0,0002442 0,000725789 0 Inf
0,70840014 0,917872765 0,342213266 0,638946389 1,436541125
0,00016749 0 0,000725789 0 NaN
0,000116923 0,000236444 0 0 Inf
8,39E-05 0,000169648 0 0 Inf
0,00033498 0 0,001451579 0 NaN
0,297158975 0,274155633 0,414702406 0,23982851 1,143131951
0,000869923 0,001401957 0,000765474 0 Inf
7,33E-05 0 0 0,000266934 0
0,000120758 0,0002442 0 0 Inf
0,162024332 0,188086849 0,1929898 0,089100808 2,110944378
0,12369085 0,133572371 0,173212688 0,064305771 2,077144393
0,001062896 0 0,004605881 0 NaN
0,072618039 0,106183914 0,032793214 0,045652316 2,325926122
0,000322636 0,000303437 0,000575735 0,000144592 2,098571569
0,000291304 0,000118222 0,000725789 0,000237883 0,496976468
5,44E-05 0 0 0,000198049 0
0,224361504 0,280477842 0,074278127 0,249422132 1,124510643
0,000241517 0,0004884 0 0 Inf
0,001097523 0 0,004755935 0 NaN
0,067159789 0,085896898 0,040452009 0,055867528 1,537510271
0,206127191 0,20776812 0,115350289 0,279426117 0,743552974
0,297958061 0,296101713 0,395370389 0,219473131 1,349147894
0,00050247 0 0,002177368 0 NaN
0,041906833 0,038533317 0,059035642 0,033590964 1,147133404
0,000132862 0 0,000575735 0 NaN
0,034986419 0,049093711 0,004496231 0,035205051 1,394507617
0,000167541 0 0,000726011 0 NaN0,119107863 0,230215147 0,019285949 0,002965159 77,64005842
0,000205003 7,59E-05 0,000725789 0 Inf
6,37E-05 0 0 0,000231709 0
0,000118553 0,000151719 0 0,000158441 0,957571896
0,111852903 0,155698735 0,123093735 0,023488105 6,62883336
0,005002561 0,00595541 0,007938654 0,000821115 7,252833698
0,01585733 0,018337434 0,014395991 0,012620668 1,452968594
7,50E-05 0,000151719 0 0 Inf
0,00066996 0 0,002903158 0 NaN
0,151227357 0,304140518 0,001993209 0,001340353 226,9108016
0,047369633 0,082094205 0,005842231 0,019748421 4,157000998
0,000350769 0,000709333 0 0 Inf
0,00016749 0 0,000725789 0 NaN
0,67595906 0,600318827 0,60774755 0,869409147 0,690490581
0,13297715 0,091342831 0,201040846 0,15074542 0,605941001
0,252589063 0,235685464 0,381536978 0,174699291 1,349092281
0,000142414 0,000151719 0,000292016 0 Inf
0,000459232 0 0,001727205 0,000220751 0
0,694411526 0,576275765 0,976045753 0,670483147 0,859493289
0,157490128 0,265755496 0,042291991 0,059378902 4,475587919
0,101802831 0,079428127 0,137798298 0,111841105 0,710187254
0,00016749 0 0,000725789 0 NaN
0,285295126 0,325176807 0,255756788 0,238320306 1,364452791
0,012496069 0,023102186 0,00115147 0,002934521 7,872559067
5,85E-05 0,000118222 0 0 Inf
0,096955962 0,073933891 0,108903144 0,128360058 0,575988292
0,09635706 0,128321985 0,084827434 0,048505081 2,645536991
0,000162716 0,000329047 0 0 Inf
0,028369717 0,027058241 0,034511774 0,025571048 1,05815926
0,739270565 0,752403654 1,111488988 0,402967529 1,867157027
5,85E-05 0,000118222 0 0 Inf
0,00033498 0 0,001451579 0 NaN
0,009463407 0,002098955 0,007067238 0,024732204 0,084867269
0,00013624 0 0,000354599 0,000198049 0
6,72E-05 0,000135866 0 0 Inf
0,00533431 0,000900976 0,003471877 0,014878755 0,060554535
0,000225951 0,000118222 0,000725789 0 Inf
0,129617259 0,13349584 0,24050813 0,02948748 4,527204086
0,062141038 0,04931738 0,073568535 0,075624525 0,652134744
0,00050247 0 0,002177368 0 NaN
0,000116923 0,000236444 0 0 Inf
0,00033498 0 0,001451579 0 NaN
0,145527122 0,167307056 0,038448976 0,196268885 0,852438002
0,219820856 0,259390145 0,218228679 0,149933565 1,730033861
0,020093146 0,015075335 0,013803966 0,034408117 0,438133088
0,00016749 0 0,000725789 0 NaN
0,010278616 0,020245522 0,00115741 0 Inf
0,110735807 0,089448411 0,089014481 0,167299032 0,534661859
3,82E-05 7,73E-05 0 0 Inf
0,00016749 0 0,000725789 0 NaN5,85E-05 0,000118222 0 0 Inf
0,02435966 0,018097012 0,033609163 0,027862844 0,649503415
0,014956135 0,029582926 0 0,001191064 24,83740351
0,160297745 0,043573113 0,281311304 0,268750692 0,162132096
0,084824545 0,100215808 0,055055245 0,082126484 1,220261758
0,000515585 0,000292957 0 0,001349407 0,217100185
0,208374961 0,232011547 0,181501071 0,188403173 1,231463056
0,035881314 0,062432575 0,003706892 0,015115557 4,130352206
5,85E-05 0,000118222 0 0 Inf
0,008637831 0,00678116 0,020739821 0,001814169 3,737887841
0,00016749 0 0,000725789 0 NaN
0,000124847 9,92E-05 0 0,000275919 0,359452329
0,031674056 0,024809748 0,068165562 0,013376946 1,854664618
0,032605913 0,026838314 0,022849165 0,051183261 0,524357253
0,000152821 0,000309039 0 0 Inf
0,064597276 0,116952052 0,027001042 0,001939517 60,29957582
0,001594665 0,003224766 0 0 Inf
0,033552579 0,0389992 0,032753702 0,024419719 1,59703723
0,001004939 0 0,004354737 0 NaN
0,035225857 0,032025266 0,015511248 0,057547194 0,556504387
3,75E-05 7,59E-05 0 0 Inf
0,008580356 0,005392199 0,008569578 0,014328093 0,376337551
0,060896072 0,095825356 0,027926376 0,025717906 3,726016999
0,169432811 0,224450637 0,070005901 0,153919328 1,458235558
0,020226264 0,018795152 0,018299632 0,024420637 0,769642148
0,064409726 0,091548377 0,050548619 0,027203483 3,365318264
0,289410658 0,431385053 0,145572941 0,154680428 2,788879361
0,00663257 0,001075105 0,024346832 0,001756029 0,612236581
0,00184852 0,000712551 0,006207514 0,000231709 3,075191094
0,000116923 0,000236444 0 0 Inf
0,000472079 0 0,000942298 0,000926838 0
0,00016749 0 0,000725789 0 NaN
0,026728807 0,050410584 0,006365564 0,001206734 41,7743986
0,008910317 0,009438763 0,007646079 0,009021072 1,0463018
0,212729031 0,190829194 0,087387725 0,357435434 0,533884376
0,000280189 0 0,001214152 0 NaN
0,015560374 0,011768229 0,023420384 0,015783824 0,745587955
0,065040418 0,069660762 0,068872693 0,053504688 1,301956218
0,000225951 0,000118222 0,000725789 0 Inf
0,014464633 0,02177698 0,007743332 0,006948302 3,134144309
0,004354472 0,003154693 0,010010004 0,001763426 1,788956563
6,02E-05 0 0 0,00021901 0
0,00016749 0 0,000725789 0 NaN
0,324789817 0,282300911 0,422514101 0,31918145 0,88445275
0,148464251 0,1566189 0,262268043 0,038190698 4,100969844
6,74E-05 0 0,000292016 0 NaN
0,000470401 0,000273851 0,001451579 0 Inf
0,00016749 0 0,000725789 0 NaN
6,06E-05 0 0 0,000220751 0
0,000292308 0,000591111 0 0 Inf0,001339919 0 0,005806316 0 NaN
0,002203445 0,003362604 0 0,001967854 1,708767514
0,008644898 0,010564657 0,01039137 0,003722294 2,838211698
0,011781981 0,015560657 0,003312193 0,012094985 1,286537896
0,007275296 0,006965469 0,015426798 0,000985723 7,066354813
0,007045485 0,013142456 0,000426083 0,001631236 8,056744647
0,00016749 0 0,000725789 0 NaN
0,06080142 0,069883775 0,031224768 0,069297566 1,008459303
0,048670751 0,056956785 0,044042089 0,037643966 1,513038902
0,000195708 0,000395765 0 0 Inf
5,85E-05 0,000118222 0 0 Inf
0,003195783 0,001826738 0,008580944 0,00113653 1,607293801
0,015720382 0,015215862 0,01600577 0,016388793 0,928430926
0,011974536 0,020075237 0,00331572 0,00466668 4,301824094
0,026182007 0,027677673 0,034871989 0,016190225 1,709529815
0,024856502 0,020696138 0,044806218 0,015587394 1,327748472
5,85E-05 0,000118222 0 0 Inf
0,043988816 0,071940411 0,030443239 0,005054231 14,23370119
0,014989154 0,006806013 0,015251774 0,029498207 0,230726325
0,026598558 0,031353507 0,032307185 0,013244401 2,367302718
0,000120758 0,0002442 0 0 Inf
4,90E-05 9,92E-05 0 0 Inf
0,004367669 0,007570759 0,001928132 0,000651318 11,62374944
0,003664379 0,006180229 0,001740867 0,000751597 8,222795229
3,76E-05 0 0,000162912 0 NaN
0,010223887 0,020674972 0 0 Inf
0,000111405 0 0,000482756 0 NaN
0,014290275 0,012410911 0,022940472 0,010406966 1,192558064
0,000981863 0,00141347 0,001017805 0,000174779 8,08717142
0,010926836 0,006524947 0,004365478 0,024361776 0,267835434
0,033532201 0,033169456 0,022683085 0,043298399 0,766066563
0,02764236 0,038631482 0,025788041 0,009419569 4,1011941
