verdict	confidence	pmid	disease	substrate	technology	platform	species	design	mixed_content	c1_primary	c2_stool_metagen	c3_case_control	c4_illumina	c5_human	reasoning_path
UNCERTAIN	LOW	28988196	CRC+polyp(inferred)	unknown	unknown	not-stated	unknown	unknown	recovery-still-supp-tables-only;oral-and-fecal-inferred	NOT-STATED	NOT-STATED	NOT-STATED	NOT-STATED	NOT-STATED	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_28988196.md
UNCERTAIN	LOW	36864380	colon-cancer	stool	16S	not-stated	human	cross-sectional-case-control	healthy+colon-cancer+irinotecan-3-arms;recovery-supp-only-no-methods	PASS	PASS	PASS	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_36864380.md
OUT-OF-SCOPE	HIGH	27742762	pancreatic-cancer	oral-wash	16S	Roche 454 FLX Titanium	human	nested-case-control		PASS	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_27742762.md
OUT-OF-SCOPE	HIGH	28300642	human intestinal spirochetosis	biopsy	other-targeted-16S-Sanger-of-Brachyspira	not stated (Sanger-style capillary)	human	other-case-series	targeted single-taxon 16S PCR-Sanger typing on colonic biopsies; not community amplicon	PASS	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_28300642.md
OUT-OF-SCOPE	HIGH	28600626	CRC	biopsy	mixed	Illumina MiSeq+HiSeq	human	cross-sectional-tumor-vs-adjacent	tissue-only-no-stool	PASS	FAIL	PARTIAL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_28600626.md
OUT-OF-SCOPE	HIGH	28837129	multi-disease-non-CRC	stool	shotgun-WGS	not stated	human	other-multi-cohort-reanalysis	Re-analysis of 12 public gut metagenomes (T2D, IBD, cirrhosis, obesity, STEC, healthy, CRC-Zeller); no new sequencing	FAIL	PASS	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_28837129.md
OUT-OF-SCOPE	HIGH	28869607	CRC molecular	tissue	RNA-Seq	Illumina HiSeq 2000	mixed-human-and-mouse	molecular+xenograft	human CRC tissue RT-PCR + cell lines + mouse xenograft	PASS	FAIL	FAIL	PASS	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_28869607.md
OUT-OF-SCOPE	HIGH	28940471	CRC	tissue	LC-MS/MS	none	human	paired-tumor-normal	non-microbiome-methylation-paper	PASS	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_28940471.md
OUT-OF-SCOPE	HIGH	28951889	CRC-mouse-model	cecal-contents	shotgun-WGS	Illumina (100bp PE)	mouse-only	other-mouse-genotype-x-Hh-2x2		PASS	FAIL	FAIL	PASS	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_28951889.md
OUT-OF-SCOPE	HIGH	29041989	alcohol-dependence-syndrome+alcoholic-liver-disease	stool	shotgun-WGS	SOLiD-5500	human	cross-sectional-case-control	non-CRC-disease-scope;SOLiD-not-Illumina	PASS	PASS	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29041989.md
OUT-OF-SCOPE	HIGH	29104759	healthy-metabolizer-phenotypes	stool	shotgun-WGS	not stated	human	other-phenotype-stratification	20 healthy adults stratified by SN-38G metabolizer phenotype; no CRC cases	PASS	PASS	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29104759.md
OUT-OF-SCOPE	MEDIUM	29214046	CRC	mixed	16S	N/A	human	other-meta-analysis	meta-analysis of Dejea/MalaysiaIGS/Nakatsu/Geng/Sobhani/Baxter/Zackular/Zeller	FAIL	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29214046.md
OUT-OF-SCOPE	HIGH	29228570	colitis-associated colorectal cancer	other-mouse-feces (human tissue for IHC/Western only)	16S (mouse)	not stated	mixed-human-and-mouse	intervention (AOM/DSS in CK8+/- vs WT mice)	human tissue IHC/Western only; 16S is on CK8+/- vs WT mice	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29228570.md
OUT-OF-SCOPE	HIGH	29250055	oral-leukoplakia	oral-swab	16S	Illumina MiSeq	human	cross-sectional-case-control	oral-not-colorectal	PASS	FAIL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29250055.md
OUT-OF-SCOPE	HIGH	29288512	colitis-associated-cancer-mouse-model	other-colorectum-tissue	16S	not stated	mouse-only	intervention	AOM/DSS mouse CAC model with probiotic Bifico intervention; no humans	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29288512.md
OUT-OF-SCOPE	HIGH	29297304	CRC(prediction)	none	computational	n/a	n/a	prediction-model	no primary data; HMDAD database mining	FAIL	FAIL	FAIL	NOT-STATED	NOT-STATED	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29297304.md
OUT-OF-SCOPE	HIGH	29340028	HNSCC	saliva	16S	unknown	human	cross-sectional-case-control	supp-only-text	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29340028.md
OUT-OF-SCOPE	HIGH	29361968	obesity-mouse-model	mouse-feces	16S	not stated	mouse-only	intervention		PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29361968.md
OUT-OF-SCOPE	HIGH	29458332	CRC-familial	blood-germline-DNA	targeted-panel	Illumina MiSeq	human	familial-genetics-case-series	not-microbiome	PASS	FAIL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29458332.md
OUT-OF-SCOPE	HIGH	29494510	AOM/DSS-rat-CRC-model	other-rat-caecum-feces	16S	Ion Torrent PGM	other-rat	intervention	Fischer-344 rat AOM/DSS anthocyanin sausage prevention; Ion PGM; no humans	PASS	PARTIAL	FAIL	FAIL	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29494510.md
OUT-OF-SCOPE	HIGH	29517944	ethanol/AUD	biopsy	16S	not-stated	rhesus macaque	intervention	nonhuman primate intestinal biopsies; ethanol intervention	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29517944.md
OUT-OF-SCOPE	HIGH	29642940	CRC	stool	shotgun-WGS	Illumina-HiSeq-2000/2500	human	cross-sectional-case-control	re-analysis-only-of-NCBI-deposited-cohorts;Vogtmann/Feng/Yu/Zeller-2014-2016	FAIL	PASS	PASS	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29642940.md
OUT-OF-SCOPE	HIGH	29705968	CRC	tumor-FFPE	targeted-panel	Illumina MiSeq	human	tumor-mutation-profiling	somatic-mutation-not-microbiome	PASS	FAIL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29705968.md
OUT-OF-SCOPE	HIGH	29750437	healthy-green-tea-intervention	mixed	16S	Illumina HiSeq	human	intervention	12 healthy volunteers longitudinal green-tea liquid intervention with paired stool + saliva 16S; no CRC group	PASS	PARTIAL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29750437.md
OUT-OF-SCOPE	HIGH	29755661	colon cancer	tumor DNA	targeted amplicon panel	Ion Torrent Ampliseq	human	tumor CNA discovery	somatic CNA discovery on tumor DNA (Ion Torrent)	PASS	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29755661.md
OUT-OF-SCOPE	HIGH	29755677	none	saliva	16S-clone	Sanger	human	healthy-sex-comparison		PASS	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29755677.md
OUT-OF-SCOPE	HIGH	29795787	CRC	tissue-biopsy	16S-V5V6	Illumina-MiSeq	human	paired-tumor-normal	microbiome-16S-reused-from-Burns-2015-PRJNA284355;tissue-not-stool	FAIL	FAIL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29795787.md
OUT-OF-SCOPE	HIGH	29852000	canine-colorectal-tumors	stool+mucosa	16S	not-stated	dog	cross-sectional-case-control	non-human-subjects-only(dogs)	PASS	PASS	PASS	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29852000.md
OUT-OF-SCOPE	HIGH	29887882	CRC	colonic-mucosal-jet-wash	shotgun-WGS	Illumina GAIIx+HiSeq 2000	human	cross-sectional-case-control	colonic-aspirate-not-stool	PASS	FAIL	PASS	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29887882.md
OUT-OF-SCOPE	HIGH	29988362	metformin/healthy	stool (mouse)	16S	not-stated	mouse	intervention	mouse metformin intervention	PASS	PARTIAL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29988362.md
OUT-OF-SCOPE	HIGH	29995183	GIT-mixed(includes-CRC)	stool	16S	Ion-PGM	human	cross-sectional-case-control	ion-torrent-only-no-illumina-subset	PASS	PASS	PARTIAL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_29995183.md
OUT-OF-SCOPE	HIGH	30007819	prostate-cancer	rectal-swab	16S	not stated	human	cross-sectional-case-control		PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30007819.md
OUT-OF-SCOPE	HIGH	30008808	colorectal cancer	stool	other-LC-MS/MS-shotgun-proteomics	N/A (mass spectrometry; no sequencing)	human	cross-sectional-case-control	stool proteomics not sequencing; N=26 CRC + 20 non-CRC	PASS	FAIL	PASS	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30008808.md
OUT-OF-SCOPE	HIGH	30072967	novel-species-descriptor	other-bacterial-isolate	other-isolate-genome-phenotype	N/A	other-Streptomyces	other-isolate-descriptor	Streptomyces sp. novel-species descriptor; no cohort, no stool, no humans	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30072967.md
OUT-OF-SCOPE	HIGH	30112118	5-FU/vancomycin	SHIME in-vitro	16S	Illumina	in-vitro colon model	intervention	SHIME in-vitro reactors	PASS	FAIL	FAIL	PASS	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30112118.md
OUT-OF-SCOPE	HIGH	30115102	endometrial-cancer	none	none	none	human	systematic-review-protocol		FAIL	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30115102.md
OUT-OF-SCOPE	HIGH	30200383	rat colon-cancer model	other-rat-feces	NOT-STATED (fecal 16S implied)	not stated	other-rat	intervention (AOM + dietary fibre)	rat AOM model with dietary-fibre × EGCG; no human data	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30200383.md
OUT-OF-SCOPE	HIGH	30205580	CRC-model	stool	16S	unspecified	mouse	intervention	mouse-only-no-human	PASS	PASS	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30205580.md
OUT-OF-SCOPE	HIGH	30208917	breast-cancer	other-breast-duct-and-PBMC	other-flow-cytometry	N/A	human	other-immunology	Breast Cancer Res paper on breast duct/PBMC cytokines; not CRC-microbiome	NOT-STATED	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30208917.md
OUT-OF-SCOPE	HIGH	30228361	polyps	biopsy	16S	Illumina MiSeq	human	nested-case-control	own biopsy 16S + meta-analysis of public CRC 16S	PASS	FAIL	PARTIAL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30228361.md
OUT-OF-SCOPE	HIGH	30233512	CRC-rat-model	colon-tissue	shotgun-WGS	unknown	rat	animal-intervention	rat-only	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30233512.md
OUT-OF-SCOPE	MEDIUM	30245977	IBD	colonic-mucosa	qPCR	none	human	cross-sectional-case-control-non-CRC	text-file-only-contains-supp-material	NOT-STATED	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30245977.md
OUT-OF-SCOPE	HIGH	30292635	colorectal cancer (human tissue qPCR); Pten-KO mice	mixed	16S	Illumina MiSeq	mixed-human-and-mouse	other-mouse-genotype-comparison	human sub-cohort tissue-only qPCR; only mouse fecal 16S — no human stool sequencing	PASS	FAIL	FAIL	PASS	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30292635.md
OUT-OF-SCOPE	MEDIUM	30376889	CRC-dMMR-pMMR	biopsy	unknown	unspecified	human	tumor-vs-normal-adjacent	tissue-only-supp-tables-only-in-extract	NOT-STATED	FAIL	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30376889.md
OUT-OF-SCOPE	MEDIUM	30377189	CRC-mouse-model-Campylobacter	other-mouse-model-dominant	other-not-stated-in-extracted-portion	not stated	mixed-mouse-and-possibly-human	intervention	Extracted supplementary figures only; germ-free ApcMin/+ mouse + C. jejuni CdtB dominant; possible small human WGS sub-cohort not visible	PASS	NOT-STATED	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30377189.md
OUT-OF-SCOPE	HIGH	30412600	CRC	mixed (biopsy+stool public)	16S	454/Illumina	human	re-analysis	re-analysis-only of 10+ public CRC 16S datasets	FAIL	PASS	PARTIAL	PARTIAL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30412600.md
OUT-OF-SCOPE	HIGH	30506375	xenograft CRC in nude mice	other-mouse-feces	16S (mouse)	Illumina (model not stated)	mouse-only	intervention (HCT-116 xenograft + sitosterol)	BALB/c nude mouse HCT-116 xenograft + sitosterol treatment; no human subjects	PASS	FAIL	FAIL	PASS	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30506375.md
OUT-OF-SCOPE	HIGH	30575318	metastatic-CRC-only	other-plasma-cfDNA-and-FFPE	other-cancer-panel-NGS	Ion S5 (Ion Torrent)	human	other-mCRC-only-single-arm	Plasma ctDNA + FFPE cancer-gene panel on 101 mCRC on Ion S5; no microbiome, no healthy control	PASS	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30575318.md
OUT-OF-SCOPE	HIGH	30576312	CRC	biopsy	16S	Illumina	human	nested-case-control	CRC tumor + adjacent normal tissue 16S	PASS	FAIL	PARTIAL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30576312.md
OUT-OF-SCOPE	HIGH	30604764	UC(IBD)	stool+biopsy	16S+RNAseq	unknown	human	cross-sectional-case-control		PASS	PARTIAL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30604764.md
OUT-OF-SCOPE	HIGH	30710467	none (hypothetical scenarios)	none	none	none	human	other-public-opinion-survey		FAIL	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30710467.md
OUT-OF-SCOPE	HIGH	30717148	colorectal cancer + adenoma	stool	other-targeted-PCR-6-toxin-gene-panel	N/A (PCR only)	human	cross-sectional-case-control	US (EDRN) + PR (PURIFICAR) stool cohorts; targeted PCR panel not 16S or WGS	PASS	FAIL	PASS	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30717148.md
OUT-OF-SCOPE	HIGH	30717284	CRC	stool(source)	shotgun-WGS(source)	unspecified	human	ML-reanalysis-of-public-data	reanalysis-only-of-Feng-Zeller-CRC-WGS	FAIL	PASS	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30717284.md
OUT-OF-SCOPE	HIGH	30725462	book-chapter-methods-review	other-none	other-none	N/A	other-N/A	other-methods-review	MMB book chapter / methods review; no primary cohort	FAIL	FAIL	FAIL	NOT-STATED	NOT-STATED	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30725462.md
OUT-OF-SCOPE	HIGH	30776583	CRC	tumor+adjacent tissue	16S	Illumina MiSeq	human	CRC-birth-cohort stratification	tumor + adjacent normal tissue 16S; CRC-only stratified by famine birth year	PASS	FAIL	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30776583.md
OUT-OF-SCOPE	HIGH	30794590	CRC+adenoma	colonoscopy-aspirate	16S	Illumina-MiSeq	human	cross-sectional-case-control	substrate=intestinal-aspirate	PASS	FAIL	PASS	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30794590.md
OUT-OF-SCOPE	HIGH	30832616	CRC-Caco-2-cells+GL261-glioma-mouse	cell-line+mouse-xenograft	enzyme-cytotoxicity-assay	none	mixed-cell-line+mouse	in-vitro+xenograft	not-a-microbiome-study;suicide-gene-therapy-prodrug-paper;metagenomic-mentioned-only-for-Vcz-gene-discovery	PASS	FAIL	FAIL	FAIL	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30832616.md
OUT-OF-SCOPE	HIGH	30891076	CRC-mouse-model	stool	16S	Ion Torrent IonS5 XL	mouse	intervention	mouse-Ion-Torrent-intervention	PASS	PASS	FAIL	FAIL	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30891076.md
OUT-OF-SCOPE	HIGH	30899534	CRC-vs-control-meta	stool	mixed-16S-and-WGS	not stated	human	cross-sectional-meta-analysis	Meta-analysis of 5 public CRC-microbiome datasets; re-analysis-only	FAIL	PASS	PASS	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30899534.md
OUT-OF-SCOPE	HIGH	30944520	mixed	unknown	meta-analysis	none	human	reanalysis-only	reanalysis-of-17-public-studies	FAIL	NOT-STATED	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30944520.md
OUT-OF-SCOPE	HIGH	30972034	none	rat-fecal-slurry-in-vitro	16S	not stated	rat-in-vitro	other-in-vitro-dose-response		PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30972034.md
OUT-OF-SCOPE	HIGH	30987986	prostate cancer (not CRC)	stool (planned)	NOT-STATED (protocol; sequencing details absent from reviewed pages)	not stated	human	intervention (RCT: exercise vs usual care)	study protocol only; RCT in prostate-cancer men on ADT; no data yet	FAIL	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_30987986.md
OUT-OF-SCOPE	HIGH	31035942	CRC+adenoma+diverticular	FFPE-tissue	16S	Illumina MiSeq	human	cross-sectional-case-control	tissue-only-no-stool	PASS	FAIL	PASS	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31035942.md
OUT-OF-SCOPE	HIGH	31036005	metastatic-CRC-only	other-FFPE-tumor-tissue	other-cancer-panel-NGS	Ion Torrent 314	human	other-mCRC-only-single-arm	219 mCRC FFPE tumor NGS cancer-gene panel on Ion Torrent; no microbiome, no healthy control	PASS	FAIL	FAIL	FAIL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31036005.md
OUT-OF-SCOPE	HIGH	31059977	ulcerative colitis	rat colonic contents	16S	Illumina MiSeq	rat	intervention	rat DSS colitis intervention	PASS	FAIL	FAIL	PASS	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31059977.md
OUT-OF-SCOPE	HIGH	31060614	CRC-rat-model	stool(rat)	16S	unknown	rat	animal-intervention	rat-only	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31060614.md
OUT-OF-SCOPE	HIGH	31068913	CRC+adenoma	stool	shotgun-WGS	Illumina	human	cross-sectional-case-control	reanalysis of Zeller 2014 ENA ERP005534/ERP008729	FAIL	PASS	PASS	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31068913.md
OUT-OF-SCOPE	HIGH	31096909	colorectal cancer (via re-analyzed cohort)	stool (re-analyzed) + in-vitro cultures	shotgun-WGS (re-analyzed public metagenomes)	not stated (belongs to source study)	human (via re-analysis) + in-vitro	other-in-vitro-strain-enzymology + re-analysis	primary work is in-vitro co-cultures; fecal microbiome part is re-analysis of public HC(n=103) vs CRC(n=53); source cohort not identified	FAIL	FAIL	NOT-STATED	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31096909.md
OUT-OF-SCOPE	HIGH	31098399	multi-disease-incl-CRC	stool(source)	shotgun-WGS(source)	unspecified	human	cross-study-meta-analysis	reanalysis-only-meta-analysis	FAIL	PASS	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31098399.md
OUT-OF-SCOPE	HIGH	31169073	CD+CRC+gastroenteritis	bacterial isolates	isolate-WGS	Illumina MiSeq + PacBio	human	isolate comparative genomics	Campylobacter showae isolate genomics from various sources	PASS	FAIL	FAIL	PARTIAL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31169073.md
OUT-OF-SCOPE	HIGH	31191599	CRC+adenoma	stool	16S	various (constituent studies)	human	cross-sectional-case-control	reanalysis of 7 published CRC 16S cohorts (Zeller/Baxter/Flemer/Hale/Deng/Mori)	FAIL	PASS	PASS	PARTIAL	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31191599.md
OUT-OF-SCOPE	HIGH	31211818	H-pylori-infection	stool	16S+ITS2	Illumina MiSeq	human	cross-sectional-case-control	non-colorectal-case	PASS	PASS	FAIL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31211818.md
OUT-OF-SCOPE	HIGH	31214144	IBD-and-CRC	stool	shotgun-WGS	not stated	human	other-multi-cohort-reanalysis	Metabolic-network re-analysis of 2 IBD + 1 CRC public metagenomic datasets; no new sequencing	FAIL	PASS	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31214144.md
OUT-OF-SCOPE	HIGH	31244818	CRC	biopsy (mucosa)	16S	Illumina HiSeq 2500	human	nested-case-control	tumor mucosa + adjacent non-neoplastic mucosa	PASS	FAIL	PARTIAL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31244818.md
OUT-OF-SCOPE	HIGH	31250341	CRC	mucosal-luminal-interface	16S	Illumina	human	cross-sectional-case-control	substrate=mucosal-luminal-not-stool	PASS	FAIL	PASS	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31250341.md
OUT-OF-SCOPE	HIGH	31254442	CRC	cfDNA-and-FFPE-tumor	host-mutation-amplicon	not stated	human	other-host-mutation-profiling	host DNA mutation panel; not microbiome	PASS	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31254442.md
OUT-OF-SCOPE	HIGH	31266879	colorectal adenoma + carcinoma vs healthy (source)	stool (re-analyzed)	mixed re-analysis (16S MiSeq + shotgun HiSeq)	Illumina MiSeq + HiSeq (source studies)	human	cross-sectional-case-control (source)	re-analysis of Baxter 2016 SRP062005 + Sze 2017 SRP096978 + Hannigan 2017 SRP108915; new data are only SCFA HPLC measurements	FAIL	FAIL	PASS (of source)	PASS (of source)	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31266879.md
OUT-OF-SCOPE	HIGH	31278253	CRC-only-CMS-subtypes	other-tumor-tissue	mixed-16S-and-shotgun-WGS	not stated	human	cross-sectional-CMS-stratification	34 CRC tumor-tissue samples; CMS stratification; no stool	PASS	FAIL	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31278253.md
OUT-OF-SCOPE	HIGH	31289620	CRC	none	review	none	mixed	review	review-article	FAIL	FAIL	FAIL	FAIL	NOT-STATED	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31289620.md
OUT-OF-SCOPE	HIGH	31311881	CRC	biopsy-crypt-LCM	16S	not stated	human	cross-sectional-case-control	no stool; all crypt/mucosa biopsy	PASS	FAIL	PASS	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31311881.md
OUT-OF-SCOPE	MEDIUM	31320627	colorectal cancer (brain metastasis)	other-tumor-tissue (brain metastasis + primary CRC)	other-host-tumor-genomics	not stated	human	other-tumor-vs-metastasis	extract shows only supp data descriptions; content is CRC-brain-metastasis tumor genomics (COSMIC signatures + DDR mutations); not microbiome	NOT-STATED	FAIL	FAIL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31320627.md
OUT-OF-SCOPE	HIGH	31349572	NA	environmental-isolates	phylogenetic-16S	unspecified	cyanobacteria	environmental-screening	environmental-cyanotoxin-study-CRC-only-cell-line	PASS	FAIL	FAIL	NOT-STATED	FAIL	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31349572.md
OUT-OF-SCOPE	HIGH	31354787	CRC-adenoma-healthy	stool	other-targeted-virulence-gene-amplicon	Illumina	human	cross-sectional-case-control	Targeted deep amplicon oligotyping of pks/tcpC/usp E. coli genes from EDRN stool samples; not 16S or WGS	PASS	FAIL	PASS	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31354787.md
OUT-OF-SCOPE	HIGH	31370880	CRC+IBD(re-analysis)	stool	shotgun-WGS	Illumina(inherited)	human	methods-paper-on-published-cohorts	re-analysis-only-of-7-cohorts;CRC-sources=Zeller-PRJEB6070+Feng-PRJEB7774+Yu-PRJEB10878+Vogtmann-PRJEB12449	FAIL	PASS	PARTIAL	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31370880.md
OUT-OF-SCOPE	HIGH	31387630	CRC+T2D+cirrhosis	stool	shotgun-WGS	Illumina (constituent)	human	cross-sectional-case-control	software/methods paper reanalyzing 4 public datasets	FAIL	PASS	PASS	PASS	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31387630.md
OUT-OF-SCOPE	HIGH	31428073	digestive-tract-cancers	saliva	16S	unspecified	human	cross-sectional-case-control	saliva-mixed-cancer-sites-incl-CRC	PASS	FAIL	PARTIAL	NOT-STATED	PASS	/scratch/karcher/seq_metadata_curator/data/prefilter/reasoning/PMID_31428073.md
